1781882839.931797,1781882845.7511342,-139,-13.75
1781882855.2614028,1781882861.6315775,-135,-10.5
1781882865.480271,1781882870.683831,-136,-11.25
1781882870.5891871,1781882877.2698777,-135,-9.5
1781882875.7001011,1781882881.2434745,-136,-12.25
1781882880.813098,1781882888.45814,-132,-8.25
1781882885.9233549,1781882891.292556,-135,-11.25
1781882896.1410408,1781882902.758521,-136,-10.5
1781882901.248183,1781882906.751675,-131,-6.25
1781882906.359355,1781882911.6519923,-140,-15.25
1781882911.470504,1781882917.6126,-139,-13.5
1781882916.5788128,1781882921.39442,-133,-8.5
1781882921.749517,1781882927.889123,-134,-10.25
1781882926.877214,1781882933.0913856,-139,-13.5
1781882937.097523,1781882944.3082933,-134,-9.0
1781882942.208728,1781882947.6164548,-138,-13.0
1781882947.315239,1781882955.1872127,-140,-14.5
1781882952.42237,1781882959.6061914,-131,-6.75
1781882957.531776,1781882964.4562223,-132,-8.25
1781882967.743485,1781882975.158047,-134,-10.25
1781882972.8542988,1781882978.825652,-137,-12.25
1781882988.194672,1781882994.2586412,-134,-9.0
1781882998.418284,1781883004.1306908,-133,-9.0
1781883008.6414561,1781883013.1729681,-138,-12.75
1781883018.858851,1781883024.9474335,-138,-13.25
1781883023.968629,1781883028.8376052,-133,-8.0
1781883029.0732749,1781883033.987859,-135,-10.5
1781883034.182537,1781883040.0050385,-133,-8.0
1781883049.5130439,1781883054.5830686,-138,-13.0
1781883054.625058,1781883062.1560998,-137,-11.5
1781883059.7321851,1781883070.1788714,-133,-7.75
1781883064.8401659,1781883076.1365695,-135,-10.0
1781883070.1454132,1781883082.2287016,-133,-8.5
1781883075.2512581,1781883088.4661403,-140,-15.0
1781883085.459035,1781883097.42394,-138,-12.75
1781883090.563008,1781883098.6256819,-137,-12.0
1781883095.673866,1781883101.6128676,-138,-12.75
1781883100.786331,1781883105.6905208,-138,-13.25
1781883105.893173,1781883112.5744452,-133,-8.0
1781883116.111022,1781883121.2340798,-133,-8.5
1781883121.2182589,1781883126.4661345,-140,-14.75
1781883126.3280041,1781883131.584782,-138,-12.75
1781883131.4402199,1781883136.9203553,-142,-16.5
1781883136.551501,1781883141.8126273,-142,-16.0
1781883141.665364,1781883146.9920492,-134,-9.5
1781883146.7772312,1781883151.8573954,-135,-10.25
1781883151.8880599,1781883156.475505,-135,-10.25
1781883156.99371,1781883161.9621742,-135,-11.25
1781883162.099564,1781883168.1052184,-136,-12.0
1781883167.210384,1781883172.3592088,-136,-10.75
1781883172.318472,1781883177.9853368,-133,-9.25
1781883182.551399,1781883187.7471814,-130,-5.5
1781883187.6602821,1781883192.111809,-131,-7.0
1781883192.773077,1781883197.915214,-130,-6.25
1781883197.886166,1781883203.7618616,-130,-6.25
1781883203.005572,1781883209.183903,-138,-12.5
1781883208.1213021,1781883213.071345,-140,-13.5
1781883213.226145,1781883218.6677208,-134,-9.75
1781883218.343895,1781883224.2020743,-133,-7.5
1781883228.567521,1781883233.9149623,-137,-12.5
1781883233.6787531,1781883238.5799017,-135,-11.25
1781883238.7992709,1781883243.36238,-136,-11.25
1781883243.914874,1781883250.1214354,-132,-7.0
1781883249.025525,1781883254.1746566,-129,-4.75
1781883254.130311,1781883259.7677438,-139,-14.0
1781883259.247751,1781883264.5728211,-138,-12.5
1781883274.592999,1781883280.1200273,-130,-6.0
1781883279.7049851,1781883286.3448992,-137,-12.75
1781883284.826436,1781883289.3594394,-135,-10.75
1781883295.0578089,1781883299.8950338,-135,-10.75
1781883300.164754,1781883307.2585042,-139,-13.75
1781883305.285217,1781883310.5293376,-138,-13.25
1781883310.3981209,1781883317.3466146,-139,-13.5
1781883315.514951,1781883320.9663322,-132,-8.0
1781883325.745722,1781883332.0033395,-139,-13.5
1781883335.9757981,1781883341.6092062,-138,-12.75
1781883341.094612,1781883346.1779225,-140,-15.0
1781883366.658923,1781883374.19863,-136,-12.0
1781883376.89427,1781883382.1718616,-136,-10.5
1781883387.115603,1781883392.4326355,-135,-11.0
1781883397.3425448,1781883402.1995726,-133,-9.0
1781883402.4567292,1781883408.1512861,-138,-13.0
1781883407.578541,1781883412.518185,-132,-7.25
1781883417.7998452,1781883423.435793,-140,-14.5
1781883422.912499,1781883428.7363021,-135,-10.75
1781883428.02365,1781883433.4283772,-137,-12.75
1781883438.247784,1781883442.8148816,-135,-10.25
1781883443.35903,1781883449.2956252,-132,-8.0
1781883453.5910919,1781883460.7299514,-133,-9.0
1781883468.9379609,1781883474.6913245,-136,-11.5
1781883484.2784672,1781883489.9252713,-138,-12.75
1781883494.508961,1781883499.7550533,-135,-10.25
1781883499.627722,1781883504.3317068,-135,-11.5
1781883504.751895,1781883509.013271,-134,-9.5
1781883514.9876218,1781883519.5703707,-132,-6.75
