uptimeSeconds,airUtilTx,numPacketsTx,numPacketsRx,numOnlineNodes,numTotalNodes,numRxDupe,numTxRelay,heapTotalBytes,heapFreeBytes
3542.0,0.7866667,37.0,44.0,13.0,17.0,8.0,29.0,182764.0,56680.0
1782241236.468228,0xea2468b0,4143.0,0.71152776,40.0,47.0,14.0,17.0,8.0,32.0,182764.0,56680.0
