number_of_nodes,timestamp,number_of_packets,simulation_time_ms,message_period_ms,path_loss_model,messages_created,packets_sent,potential_receivers,packets_sensed,packets_received,useful_receptions,duplicate_packets,collisions,packets_dropped_delay_or_hop_limit,mean_delay_ms,tx_air_utilization_rate,collision_rate,node_reach,usefulness,no_link_rate,total_directed_links,available_directed_links,unavailable_directed_links,transmissions_per_message,successful_decode_rate,average_nodes_reached_per_message
14,1785843311.205502,1067,1800000,100000,6,190,1067,13871,5973,5025,2018,3007,955,2303,10932.656797934487,0.04413789460317463,0.15988615436129247,0.8170040485829959,0.401592039800995,0.4393939393939394,132,74,58,5.61578947368421,0.8412857860371673,10.621052631578948
14,1785843313.0665889,893,1800000,100000,6,190,893,11609,6546,5458,2076,3382,1088,2550,8112.570647922171,0.036940149841269865,0.16620837152459517,0.8404858299595142,0.3803591058995969,0.30303030303030304,132,92,40,4.7,0.8337916284754048,10.926315789473684
14,1785843314.6404932,957,1800000,100000,6,191,957,12441,5820,4937,1993,2944,885,2254,9718.18043445642,0.039587596190476214,0.15206185567010308,0.8026580749093838,0.40368644926068464,0.45454545454545453,132,72,60,5.010471204188482,0.8482817869415807,10.434554973821989
14,1785843316.3839722,1090,1800000,100000,6,189,1090,14170,6232,5064,2018,3046,1169,2338,9832.240582765731,0.04508932063492066,0.18758023106546856,0.8213268213268213,0.39849921011058453,0.4696969696969697,132,70,62,5.767195767195767,0.8125802310654685,10.677248677248677
14,1785843318.021494,900,1800000,100000,6,191,900,11700,6213,5212,2049,3163,1003,2446,8433.737264857313,0.0372297142857143,0.16143569934009336,0.8252114377768828,0.39313123561013047,0.36363636363636365,132,84,48,4.712041884816754,0.8388862063415419,10.727748691099476
14,1785843319.747957,806,1800000,100000,6,189,806,10478,6777,5487,2072,3415,1290,2624,8204.311852751782,0.033341277460317474,0.19034971226206285,0.8433048433048433,0.37761982868598504,0.18181818181818182,132,108,24,4.264550264550264,0.8096502877379371,10.962962962962964
17,1785843323.5279539,1328,1800000,100000,6,236,1328,21248,11731,9687,3252,6435,2049,5055,27352.884853489133,0.04524018614379088,0.17466541641803768,0.861228813559322,0.3357076494270672,0.3238095238095238,210,142,68,5.627118644067797,0.8257608047054812,13.779661016949152
17,1785843327.3537831,1393,1800000,100000,6,239,1393,22288,11611,9006,3182,5824,2606,4682,24517.83156912461,0.047454502483660156,0.2244423391611403,0.8321129707112971,0.3533200088829669,0.3333333333333333,210,140,70,5.828451882845188,0.7756437860649384,13.313807531380753
17,1785843331.055843,1522,1800000,100000,6,234,1522,24352,11657,8946,3157,5789,2454,4606,49039.171446589986,0.05089520941176473,0.21051728575105086,0.843215811965812,0.35289514866979654,0.44761904761904764,210,116,94,6.504273504273504,0.76743587543965,13.491452991452991
17,1785843334.550976,1224,1800000,100000,6,237,1224,19584,11490,9520,3269,6251,1972,4971,24917.525852280683,0.04169728000000002,0.17162750217580505,0.86207805907173,0.34338235294117647,0.3047619047619048,210,146,64,5.1645569620253164,0.8285465622280244,13.79324894514768
17,1785843338.529809,1551,1800000,100000,6,239,1551,24816,12051,9322,3261,6061,2680,4827,32811.99681998921,0.05266666248366016,0.2223881835532321,0.8527719665271967,0.34981763570049346,0.4095238095238095,210,124,86,6.489539748953975,0.773545763837026,13.644351464435147
17,1785843343.092677,1633,1800000,100000,6,236,1633,26128,12865,9680,3279,6401,3075,5058,31205.827155686195,0.05525570928104578,0.23902059852312477,0.8683792372881356,0.3387396694214876,0.38095238095238093,210,130,80,6.919491525423729,0.7524290711232025,13.89406779661017
17,1785843346.4855602,1348,1800000,100000,6,242,1348,21568,11139,8811,3268,5543,2331,4458,15392.163188949871,0.04592151424836604,0.20926474548882307,0.84400826446281,0.37090001134944955,0.3619047619047619,210,134,76,5.570247933884297,0.791004578507945,13.50413223140496
17,1785843349.595644,1316,1800000,100000,6,241,1316,21056,10241,8597,3155,5442,1588,4288,20157.60729798715,0.044592924444444466,0.1550629821306513,0.8182053941908713,0.3669884843550076,0.4,210,126,84,5.460580912863071,0.8394688018748169,13.091286307053942
