simulation_id,node_id,x_position_m,y_position_m,height_m,role,hop_limit,antenna_gain_dbi,message_period_ms,messages_created,packets_sent,rebroadcast_packets,packets_sensed,packets_detected,packets_received,collisions,useful_packets,packets_dropped_by_delay,tx_airtime_ms,direct_neighbor_count,is_moving,gps_enabled
42,1,677.2693806286661,-676.7142799999692,1.0,CLIENT,7,2,100000,17,47,0,231,351,225,6,108,97,48994.304000000026,7,False,False
42,2,729.6290368387897,-279.74716000004804,1.0,CLIENT,7,2,100000,15,79,0,302,377,271,31,112,122,82352.12800000004,7,False,False
42,3,722.0246087054713,755.5288399995165,1.0,CLIENT,7,2,100000,16,101,0,236,331,191,45,99,73,105285.63200000006,6,False,False
42,4,378.87478918680455,-831.8943600005014,1.0,CLIENT,7,2,100000,18,76,0,228,310,213,15,107,83,79224.83200000004,6,False,False
42,5,-882.3513018519462,-910.8202399997676,1.0,CLIENT,7,2,100000,10,79,0,79,210,75,4,62,7,82352.12800000004,5,False,False
42,6,-401.2127968290606,366.24279999997697,1.0,CLIENT,7,2,100000,18,80,0,272,425,240,32,102,90,83394.56000000004,7,False,False
42,7,-192.8831510919278,994.0875999999375,1.0,CLIENT,7,2,100000,21,87,0,181,217,178,3,98,53,90691.58400000005,5,False,False

43,0,481.45535619430984,-134.58588000032307,1.0,CLIENT,7,2,100000,16,65,0,376,456,295,81,113,138,67758.08000000003,7,False,False
43,1,-682.022148212975,840.7999600001642,1.0,CLIENT,7,2,100000,17,96,0,119,242,116,3,85,13,100073.47200000005,6,False,False
43,2,-154.0688824945238,810.4096000001678,1.0,CLIENT,7,2,100000,15,47,0,349,385,314,35,112,144,48994.304000000026,7,False,False
