
691916334,!6c73daa0,!dadfb8d4,200,2,"1, 1783020002.6047308",1783020009.1909359,-137,-12.5
2797798959,!6c73daa0,!dadfb8d4,200,2,"2, 1783020042.7188768",1783020048.4355614,-139,-13.25
1026922032,!6c73daa0,!dadfb8d4,200,2,"3, 1783020082.833689",1783020089.5891953,-136,-11.5
2238286385,!6c73daa0,!dadfb8d4,200,2,"4, 1783020122.940269",1783020129.6820269,-137,-12.75
3091546674,!6c73daa0,!dadfb8d4,200,2,"5, 1783020163.048921",1783020170.098229,-138,-12.5
1242593843,!6c73daa0,!dadfb8d4,200,2,"6, 1783020203.159465",1783020209.8095245,-139,-14.25
2466080308,!6c73daa0,!dadfb8d4,200,2,"7, 1783020243.2806232",1783020250.4459383,-137,-13.0
1131968053,!6c73daa0,!dadfb8d4,200,2,"8, 1783020283.402487",1783020288.949084,-137,-12.25
2971797046,!6c73daa0,!dadfb8d4,200,2,"9, 1783020323.520318",1783020329.9410114,-141,-15.5
1492466231,!6c73daa0,!dadfb8d4,200,2,"10, 1783020363.637609",1783020369.1313133,-141,-16.5
296775224,!6c73daa0,!dadfb8d4,200,2,"11, 1783020403.758288",1783020417.1983883,-136,-12.0
2548022841,!6c73daa0,!dadfb8d4,200,2,"12, 1783020443.855844",1783020450.6309817,-138,-13.5
1000615482,!6c73daa0,!dadfb8d4,200,2,"13, 1783020483.970007",1783020490.0108051,-138,-12.5
246421052,!6c73daa0,!dadfb8d4,200,2,"15, 1783020564.197048",1783020576.7580526,-141,-17.0
2781242942,!6c73daa0,!dadfb8d4,200,2,"17, 1783020644.414794",1783020650.6331878,-137,-13.25
1610990143,!6c73daa0,!dadfb8d4,200,2,"18, 1783020684.526293",1783020689.8521705,-136,-11.0
2165583425,!6c73daa0,!dadfb8d4,200,2,"20, 1783020764.763947",1783020772.07509,-138,-14.0
1337506370,!6c73daa0,!dadfb8d4,200,2,"21, 1783020804.885319",1783020810.7268763,-137,-13.25
810930755,!6c73daa0,!dadfb8d4,200,2,"22, 1783020845.0065541",1783020850.3632212,-140,-15.25
1246384709,!6c73daa0,!dadfb8d4,200,2,"24, 1783020925.24101",1783020931.2313225,-140,-14.5
3421019718,!6c73daa0,!dadfb8d4,200,2,"25, 1783020965.363646",1783020970.971477,-141,-16.25
3830065735,!6c73daa0,!dadfb8d4,200,2,"26, 1783021005.472724",1783021010.1398838,-138,-12.75
238068296,!6c73daa0,!dadfb8d4,200,2,"27, 1783021045.584048",1783021051.1661298,-141,-16.25
3802525257,!6c73daa0,!dadfb8d4,200,2,"28, 1783021085.6992068",1783021092.2036004,-139,-15.5
3747206730,!6c73daa0,!dadfb8d4,200,2,"29, 1783021125.818547",1783021132.334375,-140,-16.0
1543323211,!6c73daa0,!dadfb8d4,200,2,"30, 1783021165.939892",1783021171.6324637,-140,-14.75
1945340492,!6c73daa0,!dadfb8d4,200,2,"31, 1783021206.061976",1783021213.1885583,-138,-13.75
459481677,!6c73daa0,!dadfb8d4,200,2,"32, 1783021246.1743329",1783021251.7899742,-139,-14.5
1286458958,!6c73daa0,!dadfb8d4,200,2,"33, 1783021286.2928262",1783021292.2302663,-140,-15.5
3308435023,!6c73daa0,!dadfb8d4,204,1,"34, 1783021326.4116302",1783021331.1475167,-145,-20.0
3879831120,!6c73daa0,!dadfb8d4,200,2,"35, 1783021366.523083",1783021372.8738785,-137,-13.75
2383259217,!6c73daa0,!dadfb8d4,200,2,"36, 1783021406.6439848",1783021412.3699803,-139,-15.25
365343314,!6c73daa0,!dadfb8d4,204,1,"37, 1783021446.764891",1783021457.3780067,-146,-21.0
1549847123,!6c73daa0,!dadfb8d4,200,2,"38, 1783021486.879064",1783021493.6237774,-139,-15.25
1711346260,!6c73daa0,!dadfb8d4,200,2,"39, 1783021526.989739",1783021533.1171381,-140,-15.5
4257538645,!6c73daa0,!dadfb8d4,200,2,"40, 1783021567.111228",1783021572.4103084,-137,-14.25
3093918294,!6c73daa0,!dadfb8d4,200,2,"41, 1783021607.231624",1783021615.3440714,-142,-18.25
1811858007,!6c73daa0,!dadfb8d4,200,2,"42, 1783021647.340676",1783021654.3890593,-139,-14.25
2266272344,!6c73daa0,!dadfb8d4,200,2,"43, 1783021687.450915",1783021694.3642719,-139,-14.25
3534739033,!6c73daa0,!dadfb8d4,200,2,"44, 1783021727.565878",1783021732.6940596,-140,-16.0
1234309722,!6c73daa0,!dadfb8d4,200,2,"45, 1783021767.682977",1783021773.8305976,-137,-12.0
1040801371,!6c73daa0,!dadfb8d4,200,2,"46, 1783021807.801992",1783021813.1736376,-134,-11.25
1696733788,!6c73daa0,!dadfb8d4,200,2,"47, 1783021847.9180002",1783021854.7547104,-140,-15.0
1915405917,!6c73daa0,!dadfb8d4,200,2,"48, 1783021888.036662",1783021893.9556863,-138,-14.25
3197930078,!6c73daa0,!dadfb8d4,200,2,"49, 1783021928.190919",1783021937.6377027,-139,-14.25
2176688735,!6c73daa0,!dadfb8d4,200,2,"50, 1783021968.300417",1783021973.9129288,-139,-14.25
