number_of_nodes,number_of_nodes,number_of_nodes,number_of_nodes,timestamp,number_of_packets,simulation_time_ms,message_period_ms,path_loss_model,messages_created,packets_sent,potential_receivers,packets_sensed,packets_received,useful_receptions,duplicate_packets,collisions,packets_dropped_delay_or_hop_limit,mean_delay_ms,tx_air_utilization_rate,collision_rate,node_reach,usefulness,no_link_rate,total_directed_links,available_directed_links,unavailable_directed_links,transmissions_per_message,successful_decode_rate,average_nodes_reached_per_message
10,10,10,10,1785781206.0558121,281,1800000,100000,6,131,281,2529,1953,1925,917,1008,28,845,3593.4700456599235,0.016273521777777782,0.014336917562724014,0.7777777777777778,0.4763636363636364,0.0,56,56,0,2.145038167938931,0.985663082437276,7.0
10,10,10,10,1785781207.166074,283,1800000,100000,6,131,283,2547,1969,1917,917,1000,52,847,3781.9255273746357,0.016389347555555565,0.026409344845099034,0.7777777777777778,0.47835159102764735,0.0,56,56,0,2.1603053435114505,0.973590655154901,7.0
10,10,10,10,1785781208.274761,274,1800000,100000,6,131,274,2466,1916,1908,917,991,8,819,3479.576325321904,0.015868131555555564,0.0041753653444676405,0.7777777777777778,0.4806079664570231,0.0,56,56,0,2.0916030534351147,0.9958246346555324,7.0
10,10,10,10,1785781209.488323,275,1800000,100000,6,130,275,2475,1920,1914,910,1004,6,835,4006.460639644964,0.015926044444444454,0.003125,0.7777777777777778,0.4754440961337513,0.0,56,56,0,2.1153846153846154,0.996875,7.0
10,10,10,10,1785781210.67381,276,1800000,100000,6,132,276,2484,1922,1871,924,947,44,807,2847.844227864188,0.015926044444444454,0.022892819979188347,0.7777777777777778,0.4938535542490647,0.0,56,56,0,2.090909090909091,0.9734651404786681,7.0
10,10,10,10,1785781211.786133,280,1800000,100000,6,131,280,2520,1949,1910,917,993,25,832,3157.686830151463,0.01609978311111112,0.012827090815802977,0.7777777777777778,0.4801047120418848,0.0,56,56,0,2.1374045801526718,0.9799897383273474,7.0
10,10,10,10,1785781212.996534,292,1800000,100000,6,131,292,2628,2015,1978,917,1061,37,850,3342.51620866063,0.016910563555555563,0.01836228287841191,0.7777777777777778,0.46359959555106167,0.0,56,56,0,2.2290076335877864,0.9816377171215881,7.0
10,10,10,10,1785781214.099339,278,1800000,100000,6,131,278,2502,1939,1915,917,998,24,817,3539.1377915673397,0.01609978311111112,0.012377514182568335,0.7777777777777778,0.47885117493472584,0.0,56,56,0,2.122137404580153,0.9876224858174316,7.0
10,10,10,10,1785781215.2208068,268,1800000,100000,6,131,268,2412,1876,1876,917,959,0,793,3512.4580538518167,0.01552065422222223,0.0,0.7777777777777778,0.48880597014925375,0.0,56,56,0,2.045801526717557,1.0,7.0
10,10,10,10,1785781216.335437,282,1800000,100000,6,130,282,2538,1958,1920,910,1010,38,812,3539.149050176321,0.016331434666666676,0.01940755873340143,0.7777777777777778,0.4739583333333333,0.0,56,56,0,2.169230769230769,0.9805924412665986,7.0
10,10,10,10,1785781217.5140932,282,1800000,100000,6,132,282,2538,1962,1894,924,970,61,818,3196.6150085902354,0.016273521777777782,0.03109072375127421,0.7777777777777778,0.48785638859556496,0.0,56,56,0,2.1363636363636362,0.9653414882772681,7.0
10,10,10,10,1785781218.6646788,285,1800000,100000,6,131,285,2565,1983,1917,917,1000,59,839,3916.6673315232065,0.01644726044444445,0.029752899646999495,0.7777777777777778,0.47835159102764735,0.0,56,56,0,2.1755725190839694,0.9667170953101362,7.0
10,10,10,10,1785781219.752615,277,1800000,100000,6,131,277,2493,1931,1893,917,976,38,824,3549.646724258119,0.016041870222222226,0.01967892283790782,0.7777777777777778,0.4844162704701532,0.0,56,56,0,2.114503816793893,0.9803210771620922,7.0
10,10,10,10,1785781221.1492858,273,1800000,100000,6,132,273,2457,1909,1900,924,976,9,820,3139.096921437557,0.015810218666666674,0.004714510214772132,0.7777777777777778,0.4863157894736842,0.0,56,56,0,2.0681818181818183,0.9952854897852279,7.0
10,10,10,10,1785781222.251494,275,1800000,100000,6,132,275,2475,1921,1891,917,974,16,822,3732.56802020219,0.015868131555555564,0.008328995314940135,0.7718855218855218,0.4849286092014807,0.0,56,56,0,2.0833333333333335,0.9843831337844873,6.946969696969697
10,10,10,10,1785781223.467998,301,1800000,100000,6,132,301,2709,2081,2003,924,1079,36,880,3845.5645142146723,0.017084302222222233,0.017299375300336376,0.7777777777777778,0.4613080379430854,0.0,56,56,0,2.2803030303030303,0.9625180201826046,7.0
10,10,10,10,1785781224.615786,296,1800000,100000,6,132,296,2664,2031,1983,924,1059,48,855,3206.613413015643,0.01714221511111112,0.023633677991137372,0.7777777777777778,0.4659606656580938,0.0,56,56,0,2.242424242424242,0.9763663220088626,7.0
12,12,12,12,1785781226.0314739,351,1800000,100000,6,162,351,3861,3146,3108,1458,1650,38,1404,4785.363550882625,0.016939520000000007,0.012078830260648443,0.8181818181818182,0.4691119691119691,0.0,90,90,0,2.1666666666666665,0.9879211697393515,9.0
12,12,12,12,1785781227.443897,350,1800000,100000,6,163,350,3850,3138,3070,1467,1603,68,1386,4462.901721329413,0.016891259259259266,0.021669853409815167,0.8181818181818182,0.4778501628664495,0.0,90,90,0,2.147239263803681,0.9783301465901848,9.0
12,12,12,12,1785781228.9892008,385,1800000,100000,6,163,385,4235,3405,3256,1467,1789,151,1456,4581.518928831834,0.018580385185185195,0.04434654919236417,0.8181818181818182,0.45055282555282555,0.0,90,90,0,2.361963190184049,0.9562408223201174,9.0
12,12,12,12,1785781230.676608,371,1800000,100000,6,164,371,4081,3298,3230,1476,1754,68,1414,3852.3030152078145,0.017904734814814822,0.020618556701030927,0.8181818181818182,0.4569659442724458,0.0,90,90,0,2.2621951219512195,0.979381443298969,9.0
12,12,12,12,1785781232.1464121,350,1800000,100000,6,163,350,3850,3138,3060,1467,1593,78,1356,3976.8856685091687,0.016891259259259266,0.0248565965583174,0.8181818181818182,0.47941176470588237,0.0,90,90,0,2.147239263803681,0.9751434034416826,9.0
12,12,12,12,1785781233.763864,406,1800000,100000,6,163,406,4466,3534,3429,1467,1962,105,1543,4532.908734961804,0.01959386074074075,0.029711375212224108,0.8181818181818182,0.42782152230971127,0.0,90,90,0,2.4907975460122698,0.9702886247877759,9.0
12,12,12,12,1785781235.263044,346,1800000,100000,6,163,346,3806,3104,3057,1467,1590,47,1378,4144.842164777669,0.016698216296296305,0.015141752577319588,0.8181818181818182,0.47988223748773307,0.0,90,90,0,2.1226993865030677,0.9848582474226805,9.0
12,12,12,12,1785781236.74773,355,1800000,100000,6,163,355,3905,3183,3132,1467,1665,51,1384,5037.511702685528,0.01713256296296297,0.016022620169651274,0.8181818181818182,0.46839080459770116,0.0,90,90,0,2.1779141104294477,0.9839773798303487,9.0
12,12,12,12,1785781238.2576718,390,1800000,100000,6,164,390,4290,3449,3300,1476,1824,113,1467,3869.4564606602326,0.018628645925925936,0.03276311974485358,0.8181818181818182,0.44727272727272727,0.0,90,90,0,2.3780487804878048,0.9567990721948391,9.0
12,12,12,12,1785781239.6919239,355,1800000,100000,6,163,355,3905,3181,3112,1467,1645,69,1404,4675.719084785194,0.01713256296296297,0.02169129204652625,0.8181818181818182,0.47140102827763497,0.0,90,90,0,2.1779141104294477,0.9783087079534738,9.0
12,12,12,12,1785781241.331718,386,1800000,100000,6,162,386,4246,3460,3379,1458,1921,81,1600,9796.628244012847,0.018628645925925936,0.023410404624277455,0.8181818181818182,0.43148860609647827,0.0,90,90,0,2.382716049382716,0.9765895953757225,9.0
12,12,12,12,1785781242.770299,362,1800000,100000,6,164,362,3982,3230,3084,1476,1608,146,1372,3391.8226069843217,0.017470388148148157,0.04520123839009288,0.8181818181818182,0.4785992217898833,0.0,90,90,0,2.207317073170732,0.9547987616099072,9.0
12,12,12,12,1785781244.263841,378,1800000,100000,6,163,378,4158,3356,3285,1467,1818,71,1472,4648.181940264776,0.01824256000000001,0.021156138259833136,0.8181818181818182,0.4465753424657534,0.0,90,90,0,2.3190184049079754,0.9788438617401669,9.0
12,12,12,12,1785781245.7716422,386,1800000,100000,6,163,386,4246,3418,3382,1467,1915,36,1563,5665.432075669838,0.018628645925925936,0.010532475131655939,0.8181818181818182,0.43376700177409816,0.0,90,90,0,2.3680981595092025,0.9894675248683441,9.0
12,12,12,12,1785781247.240628,346,1800000,100000,6,163,346,3806,3108,3077,1467,1610,31,1379,4505.519453002887,0.016698216296296305,0.009974259974259974,0.8181818181818182,0.4767630809229769,0.0,90,90,0,2.1226993865030677,0.9900257400257401,9.0
12,12,12,12,1785781248.751793,354,1800000,100000,6,164,354,3894,3161,3096,1475,1621,65,1401,3424.088795963491,0.017084302222222233,0.020563112938943372,0.8176274944567627,0.47642118863049093,0.0,90,90,0,2.158536585365854,0.9794368870610566,8.99390243902439
12,12,12,12,1785781250.2217028,361,1800000,100000,6,162,361,3971,3238,3199,1458,1741,39,1472,6324.831796708305,0.017422127407407416,0.012044471896232242,0.8181818181818182,0.4557674273210378,0.0,90,90,0,2.228395061728395,0.9879555281037677,9.0
12,12,12,12,1785781251.645303,351,1800000,100000,6,163,351,3861,3144,3082,1467,1615,62,1402,4375.454670235676,0.016939520000000007,0.019720101781170483,0.8181818181818182,0.47598961713173266,0.0,90,90,0,2.1533742331288344,0.9802798982188295,9.0
12,12,12,12,1785781253.137449,364,1800000,100000,6,163,364,4004,3262,3170,1467,1703,83,1458,5730.518140041946,0.017518648888888898,0.025444512568976087,0.8181818181818182,0.46277602523659306,0.0,90,90,0,2.233128834355828,0.9717964438994482,9.0
12,12,12,12,1785781254.67982,378,1800000,100000,6,163,378,4158,3375,3303,1467,1836,72,1479,6180.369277263407,0.01824256000000001,0.021333333333333333,0.8181818181818182,0.444141689373297,0.0,90,90,0,2.3190184049079754,0.9786666666666667,9.0
14,14,14,14,1785781256.706945,431,1800000,100000,6,191,431,5603,4731,4611,2101,2510,43,2167,7115.708477629153,0.01753933206349207,0.009088987529063623,0.8461538461538461,0.4556495337237042,0.0,132,132,0,2.256544502617801,0.9746353836398225,11.0
14,14,14,14,1785781258.989104,448,1800000,100000,6,191,448,5824,4885,4672,2101,2571,213,2138,5224.557451796125,0.018532124444444454,0.0436028659160696,0.8461538461538461,0.4497003424657534,0.0,132,132,0,2.345549738219895,0.9563971340839303,11.0
14,14,14,14,1785781261.020146,426,1800000,100000,6,191,426,5538,4672,4579,2101,2478,93,2101,5832.246623285417,0.01762206476190477,0.01990582191780822,0.8461538461538461,0.4588338065079712,0.0,132,132,0,2.230366492146597,0.9800941780821918,11.0
14,14,14,14,1785781263.011689,445,1800000,100000,6,191,445,5785,4884,4778,2101,2677,73,2240,8426.092197105663,0.01828392634920636,0.014946764946764947,0.8461538461538461,0.4397237337798242,0.0,132,132,0,2.329842931937173,0.9782964782964783,11.0
14,14,14,14,1785781265.04563,434,1800000,100000,6,191,434,5642,4763,4719,2101,2618,44,2226,7178.455569962182,0.017952995555555563,0.009237875288683603,0.8461538461538461,0.44522144522144524,0.0,132,132,0,2.2722513089005236,0.9907621247113164,11.0
14,14,14,14,1785781267.0941849,443,1800000,100000,6,188,443,5759,4861,4802,2068,2734,59,2249,9111.160398340318,0.01832529269841271,0.012137420283892203,0.8461538461538461,0.4306538942107455,0.0,132,132,0,2.356382978723404,0.9878625797161078,11.0
14,14,14,14,1785781269.033665,437,1800000,100000,6,190,437,5681,4776,4648,2090,2558,128,2200,5759.865644579726,0.018077094603174613,0.02680067001675042,0.8461538461538461,0.4496557659208262,0.0,132,132,0,2.3,0.9731993299832495,11.0
14,14,14,14,1785781270.949891,430,1800000,100000,6,191,430,5590,4713,4616,2101,2515,97,2091,5505.395697684721,0.01778753015873017,0.020581370676851264,0.8461538461538461,0.45515597920277295,0.0,132,132,0,2.25130890052356,0.9794186293231487,11.0
14,14,14,14,1785781272.936342,444,1800000,100000,6,191,444,5772,4859,4670,2101,2569,189,2148,6421.868929933145,0.018366659047619055,0.03889689236468409,0.8461538461538461,0.4498929336188437,0.0,132,132,0,2.324607329842932,0.9611031076353159,11.0
14,14,14,14,1785781274.887993,438,1800000,100000,6,191,438,5694,4784,4690,2101,2589,94,2149,5864.100695578455,0.01811846095238096,0.019648829431438128,0.8461538461538461,0.44797441364605545,0.0,132,132,0,2.2931937172774868,0.9803511705685619,11.0
14,14,14,14,1785781277.043822,473,1800000,100000,6,190,473,6149,5163,5065,2090,2975,98,2362,9656.585403971785,0.019566283174603183,0.018981212473368196,0.8461538461538461,0.4126357354392892,0.0,132,132,0,2.4894736842105263,0.9810187875266319,11.0
14,14,14,14,1785781279.131872,456,1800000,100000,6,191,456,5928,4965,4897,2101,2796,68,2281,6841.430021391457,0.018863055238095245,0.013695871097683786,0.8461538461538461,0.42903818664488463,0.0,132,132,0,2.387434554973822,0.9863041289023162,11.0
14,14,14,14,1785781281.316136,482,1800000,100000,6,191,482,6266,5225,5090,2101,2989,135,2368,8176.0181434963315,0.019938580317460326,0.02583732057416268,0.8461538461538461,0.41277013752455793,0.0,132,132,0,2.5235602094240837,0.9741626794258373,11.0
14,14,14,14,1785781283.528094,483,1800000,100000,6,189,483,6279,5252,5231,2079,3152,21,2495,12081.082833686718,0.019979946666666675,0.003998476770753999,0.8461538461538461,0.3974383483081629,0.0,132,132,0,2.5555555555555554,0.996001523229246,11.0
14,14,14,14,1785781285.5570428,458,1800000,100000,6,191,458,5954,4980,4674,2101,2573,306,2167,4794.052340754344,0.018945787936507946,0.06144578313253012,0.8461538461538461,0.4495079161317929,0.0,132,132,0,2.397905759162304,0.9385542168674699,11.0
14,14,14,14,1785781288.001834,434,1800000,100000,6,191,434,5642,4739,4610,2101,2509,129,2134,5530.113990978019,0.017952995555555566,0.027220932686220722,0.8461538461538461,0.45574837310195226,0.0,132,132,0,2.2722513089005236,0.9727790673137793,11.0
14,14,14,14,1785781290.116642,432,1800000,100000,6,190,432,5616,4742,4684,2090,2594,58,2187,7748.938421764999,0.017870262857142865,0.012231126107127795,0.8461538461538461,0.446199829205807,0.0,132,132,0,2.2736842105263158,0.9877688738928722,11.0
14,14,14,14,1785781292.230966,471,1800000,100000,6,191,471,6123,5125,4950,2101,2849,164,2330,8573.473424017135,0.019442184126984136,0.032,0.8461538461538461,0.42444444444444446,0.0,132,132,0,2.4659685863874348,0.9658536585365853,11.0
14,14,14,14,1785781294.231689,434,1800000,100000,6,189,434,5642,4744,4635,2079,2556,109,2166,6996.772020001204,0.017952995555555566,0.022976391231028667,0.8461538461538461,0.44854368932038835,0.0,132,132,0,2.2962962962962963,0.9770236087689713,11.0
14,14,14,14,1785781296.598243,479,1800000,100000,6,190,479,6227,5163,4947,2090,2857,216,2320,5932.167428100845,0.01981448126984128,0.041836141778036025,0.8461538461538461,0.4224782696583788,0.0,132,132,0,2.5210526315789474,0.9581638582219639,11.0
17,17,17,17,1785781301.878863,903,1800000,100000,6,231,903,14448,12638,10909,3192,7717,35,6399,39921.239912199184,0.026639928888888904,0.002769425542016142,0.8636363636363636,0.29260243835365296,0.0,210,210,0,3.909090909090909,0.8631903782244026,13.818181818181818
17,17,17,17,1785781307.3081899,965,1800000,100000,6,230,965,15440,13504,11120,3108,8012,60,6973,52934.86991411705,0.02725312418300655,0.004443127962085308,0.8445652173913043,0.27949640287769784,0.0,210,210,0,4.195652173913044,0.8234597156398105,13.513043478260869
17,17,17,17,1785781311.7811,696,1800000,100000,6,244,696,11136,9659,9510,3416,6094,149,4787,17212.708191196038,0.0237102180392157,0.015426027539082721,0.875,0.35920084121976864,0.0,210,210,0,2.8524590163934427,0.9845739724609173,14.0
17,17,17,17,1785781315.9904199,683,1800000,100000,6,241,683,10928,9453,9221,3374,5847,232,4606,13421.019712148838,0.023267354771241838,0.024542473288902994,0.875,0.3659039149766837,0.0,210,210,0,2.8340248962655603,0.975457526711097,14.0
17,17,17,17,1785781321.002694,765,1800000,100000,6,236,765,12240,10696,10410,3304,7106,104,5940,34638.43610455018,0.025617936732026156,0.009723261032161555,0.875,0.31738712776176753,0.0,210,210,0,3.2415254237288136,0.9732610321615557,14.0
17,17,17,17,1785781324.708259,607,1800000,100000,6,246,607,9712,8467,8335,3444,4891,132,4059,9833.437022610151,0.020678307973856218,0.015589937404039212,0.875,0.4131973605278944,0.0,210,210,0,2.467479674796748,0.9844100625959608,14.0
17,17,17,17,1785781328.520122,630,1800000,100000,6,242,630,10080,8798,8705,3388,5317,95,4418,14696.926971873734,0.02146183529411766,0.010797908615594454,0.875,0.38920160827110856,0.0,210,210,0,2.603305785123967,0.9894294157763128,14.0
17,17,17,17,1785781332.630364,665,1800000,100000,6,243,665,10640,9288,9169,3402,5767,91,4657,16417.598686452267,0.02258602666666668,0.00979758828596038,0.875,0.37103282800741627,0.0,210,210,0,2.736625514403292,0.9871877691645133,14.0
17,17,17,17,1785781336.626505,650,1800000,100000,6,243,650,10400,9057,8958,3402,5556,99,4447,14968.33971833421,0.02214316339869282,0.01093077177873468,0.875,0.3797722705961152,0.0,210,210,0,2.674897119341564,0.9890692282212653,14.0
17,17,17,17,1785781340.7521129,674,1800000,100000,6,243,674,10784,9414,9153,3402,5751,192,4671,16499.304337603924,0.02279042509803923,0.020395156150414276,0.875,0.37168141592920356,0.0,210,210,0,2.7736625514403292,0.9722753346080306,14.0
17,17,17,17,1785781345.063267,695,1800000,100000,6,243,695,11120,9698,9403,3388,6015,71,4920,19680.75796490515,0.023131089150326807,0.007321097133429573,0.8713991769547325,0.36031053918962036,0.0,210,210,0,2.860082304526749,0.9695813569808208,13.94238683127572
17,17,17,17,1785781349.0746932,646,1800000,100000,6,245,646,10336,9022,8804,3430,5374,218,4386,13802.683501609883,0.022006897777777788,0.024163156727998226,0.875,0.38959563834620625,0.0,210,210,0,2.636734693877551,0.9758368432720018,14.0
17,17,17,17,1785781354.477242,868,1800000,100000,6,233,868,13888,12134,10907,3220,7687,121,6407,38535.451869953016,0.026912460130718966,0.009971979561562552,0.8637339055793991,0.2952232511231319,0.0,210,210,0,3.725321888412017,0.8988791824625021,13.819742489270386
17,17,17,17,1785781359.104214,713,1800000,100000,6,240,713,11408,9943,9823,3360,6463,120,5138,24900.566902811024,0.02428934692810459,0.012068792115055817,0.875,0.3420543622111371,0.0,210,210,0,2.970833333333333,0.9879312078849442,14.0
17,17,17,17,1785781363.3963149,693,1800000,100000,6,242,693,11088,9683,9459,3388,6071,100,4892,19462.868507101302,0.0233014211764706,0.010327377878756584,0.875,0.3581773971878634,0.0,210,210,0,2.8636363636363638,0.9768666735515853,14.0
17,17,17,17,1785781367.557538,669,1800000,100000,6,245,669,10704,9315,9140,3430,5710,175,4548,14866.883537489368,0.02279042509803923,0.01878690284487386,0.875,0.37527352297593,0.0,210,210,0,2.730612244897959,0.9812130971551262,14.0
17,17,17,17,1785781373.036599,904,1800000,100000,6,228,904,14464,12654,11310,3150,8160,0,7041,49419.00056454503,0.027525655424836613,0.0,0.8634868421052632,0.27851458885941643,0.0,210,210,0,3.9649122807017543,0.8937885253674728,13.81578947368421
17,17,17,17,1785781376.649964,613,1800000,100000,6,247,613,9808,8520,8252,3458,4794,268,3983,9285.379008047712,0.02088270640522877,0.03145539906103286,0.875,0.41904992729035384,0.0,210,210,0,2.4817813765182186,0.9685446009389671,14.0
17,17,17,17,1785781381.232209,725,1800000,100000,6,241,725,11600,9866,9717,3369,6348,149,5070,18888.793430684564,0.024698143790849687,0.015102371781877153,0.8737033195020747,0.34671194813213957,0.01904761904761905,210,206,4,3.008298755186722,0.9848976282181229,13.979253112033195
17,17,17,17,1785781385.138912,640,1800000,100000,6,246,640,10240,8902,8717,3444,5273,173,4309,12238.589351725246,0.02176843294117648,0.019433835093237473,0.875,0.3950900539176322,0.0,210,210,0,2.6016260162601625,0.9792181532239946,14.0
22,22,22,22,1785781396.387427,1544,1800000,100000,6,283,1544,32424,29333,19108,4921,14187,22,13408,111151.56600813223,0.02653463272727274,0.000750008522824123,0.8280329799764429,0.2575361105296211,0.0,380,380,0,5.455830388692579,0.6514164933692428,17.3886925795053
22,22,22,22,1785781408.0095098,1593,1800000,100000,6,281,1593,33453,30249,19684,4959,14725,21,13862,108789.89713269277,0.027350677979797993,0.0006942378260438362,0.8403660396542959,0.2519305019305019,0.0,380,380,0,5.669039145907473,0.6507322556117557,17.647686832740213
22,22,22,22,1785781419.322044,1499,1800000,100000,6,286,1499,31479,28456,19103,4978,14125,24,13199,104482.67639286138,0.02653463272727274,0.0008434073657576609,0.8288378288378289,0.26058734230225616,0.0,380,380,0,5.241258741258742,0.6713171211695249,17.405594405594407
22,22,22,22,1785781431.012405,1601,1800000,100000,6,290,1601,33621,30336,19675,5129,14546,48,13563,97699.89969294031,0.027429650101010117,0.0015822784810126582,0.8422003284072249,0.2606861499364676,0.0,380,380,0,5.520689655172414,0.6485693565400844,17.686206896551724
22,22,22,22,1785781442.401215,1647,1800000,100000,6,285,1647,34587,31287,19052,4826,14226,0,13463,126770.42265128199,0.02642933656565658,0.0,0.8063492063492064,0.25330673944992654,0.0,380,380,0,5.778947368421052,0.6089430114744143,16.933333333333334
22,22,22,22,1785781454.167495,1608,1800000,100000,6,286,1608,33768,30483,19578,4959,14619,45,13681,106996.5648944475,0.027271705858585876,0.0014762326542663124,0.8256743256743256,0.25329451425068955,0.0,380,380,0,5.6223776223776225,0.6422596201161302,17.33916083916084
