timestamp,packetID,nodeID,rssi,snr,latency,deliveryRate
1779820659.259325,3198857409,!dadfb03c,-101,9.5,16.527,100.0
1779820659.46155,4006315203,!dadfb03c,-97,9.75,6.518,66.66666666666666
1779820661.56186,814692548,!dadfb03c,-99,8.5,3.515,75.0
1779820666.808258,3485031621,!dadfb03c,-100,9.0,3.657,80.0
1779820671.664541,2499328198,!dadfb03c,-106,6.75,3.409,83.33333333333334
1779820677.1088011,3107858631,!dadfb03c,-96,9.0,3.75,85.71428571428571
1779820682.1125581,2112971976,!dadfb03c,-96,9.5,3.649,87.5
1779820687.058507,4020650185,!dadfb03c,-99,8.75,3.491,88.88888888888889
1779820692.559968,1080416458,!dadfb03c,-98,9.25,3.889,90.0
1779820702.366538,510154956,!dadfb03c,-105,9.25,3.488,83.33333333333334
1779820707.864025,2750436557,!dadfb03c,-101,7.5,3.881,84.61538461538461
1779820712.760133,293285070,!dadfb03c,-103,9.25,3.673,85.71428571428571
1779820718.710325,3565054159,!dadfb03c,-101,10.5,4.519,86.66666666666667
1779820723.2603269,3339995344,!dadfb03c,-96,10.0,3.965,87.5
1779820728.162723,1884060881,!dadfb03c,-103,8.75,3.764,88.23529411764706
1779820733.2124522,2886996178,!dadfb03c,-100,8.5,3.71,88.88888888888889
1779820738.6626408,2481833171,!dadfb03c,-97,9.75,4.056,89.47368421052632
1779820744.2615092,1661306068,!dadfb03c,-99,9.0,4.55,90.0
1779820748.359911,1038213333,!dadfb03c,-102,9.5,3.545,90.47619047619048
1779820753.813678,1075960022,!dadfb03c,-104,8.5,3.895,90.9090909090909
1779820758.561926,1022765271,!dadfb03c,-100,9.25,3.539,91.30434782608695
1779820764.0145862,866551000,!dadfb03c,-92,10.25,3.888,91.66666666666666
1779820769.012678,279307481,!dadfb03c,-95,6.0,3.782,92.0
1779820774.063914,3910885594,!dadfb03c,-100,9.75,3.729,92.3076923076923
1779820779.165635,175158491,!dadfb03c,-104,9.5,3.727,92.5925925925926
1779820789.661515,1432361181,!dadfb03c,-94,8.0,4.015,89.65517241379311
1779820794.2644448,3714851038,!dadfb03c,-103,8.25,3.514,90.0
1779820804.81951,1747407072,!dadfb03c,-106,7.0,3.86,87.5
1779820810.463992,3657565409,!dadfb03c,-106,2.5,4.401,87.87878787878788
1779820815.766727,3576959202,!dadfb03c,-102,9.25,4.6,88.23529411764706
1779820820.468697,2982984931,!dadfb03c,-105,8.25,4.198,88.57142857142857
1779820825.262965,1938161892,!dadfb03c,-103,8.5,3.888,88.88888888888889
1779820830.364243,1677373669,!dadfb03c,-109,5.5,3.885,89.1891891891892
1779820840.66759,3287372007,!dadfb03c,-106,7.75,3.981,87.17948717948718
1779820855.8659468,2452320490,!dadfb03c,-107,7.75,3.867,83.33333333333334
1779820861.013252,1698810091,!dadfb03c,-102,7.0,3.91,83.72093023255815
1779820865.813833,1534657772,!dadfb03c,-106,6.0,3.607,84.0909090909091
1779820871.414624,4090068205,!dadfb03c,-108,7.75,4.104,84.44444444444444
1779820876.716587,4069872878,!dadfb03c,-99,8.25,4.302,84.78260869565217
1779820881.015938,1683507439,!dadfb03c,-102,9.0,3.497,85.1063829787234
1779820886.567863,1108096240,!dadfb03c,-94,10.0,3.945,85.41666666666666
1779820891.365545,1161109745,!dadfb03c,-90,12.25,3.639,85.71428571428571
1779820896.166226,1348507890,!dadfb03c,-94,10.0,3.336,86.0
1779820901.76274,1170787571,!dadfb03c,-91,8.75,3.829,86.27450980392157
1779820906.967152,2820206836,!dadfb03c,-89,10.0,3.929,86.53846153846155
1779820911.9138749,1417746677,!dadfb03c,-87,7.5,3.772,86.79245283018868
1779820916.917192,2342594806,!dadfb03c,-95,8.25,3.672,87.03703703703704
1779820923.314184,479164663,!dadfb03c,-97,8.0,4.965,87.27272727272727
1779820927.117549,4009070840,!dadfb03c,-88,9.75,3.665,87.5
1779820932.317088,221280505,!dadfb03c,-95,9.75,3.76,87.71929824561403
1779820937.466244,1290705146,!dadfb03c,-98,9.5,3.806,87.93103448275862
1779820942.613761,3115452667,!dadfb03c,-87,9.5,3.849,88.13559322033898
1779820947.963938,797162748,!dadfb03c,-88,9.25,4.095,88.33333333333333
1779820952.814595,3331337469,!dadfb03c,-94,8.0,3.842,88.52459016393442
1779820957.71883,4154971390,!dadfb03c,-96,6.75,3.643,88.70967741935483
1779820963.063458,2063082751,!dadfb03c,-95,7.25,3.883,88.88888888888889
1779820968.165227,597873920,!dadfb03c,-91,7.25,3.881,89.0625
1779820978.3683982,3838393602,!dadfb03c,-84,8.5,3.877,87.87878787878788
1779820983.220133,567529731,!dadfb03c,-79,8.25,3.625,88.05970149253731
1779820988.568219,1917697284,!dadfb03c,-89,9.75,3.869,88.23529411764706
1779820993.579054,180299013,!dadfb03c,-86,8.5,3.776,88.40579710144928
1779820999.753386,2150746374,!dadfb03c,-91,8.5,4.846,88.57142857142857
1779821003.517798,991048967,!dadfb03c,-84,10.25,3.507,88.73239436619718
1779821008.567206,95974664,!dadfb03c,-88,10.25,3.452,88.88888888888889
1779821014.365223,1957398793,!dadfb03c,-94,8.5,4.146,89.04109589041096
1779821018.767684,483395850,!dadfb03c,-87,10.5,3.445,89.1891891891892
1779821024.2212338,2301819147,!dadfb03c,-88,9.5,3.795,89.33333333333333
1779821029.316015,3437162764,!dadfb03c,-89,10.25,3.786,89.47368421052632
1779821034.6186829,1310612749,!dadfb03c,-81,8.75,3.984,89.6103896103896
1779821039.4177861,2593444110,!dadfb03c,-90,9.25,3.68,89.74358974358975
1779821044.7186198,3748743439,!dadfb03c,-95,9.75,3.877,89.87341772151899
1779821049.468333,3757689104,!dadfb03c,-104,7.5,3.522,90.0
1779821054.766068,1031002385,!dadfb03c,-101,9.25,3.716,90.12345679012346
1779821059.871028,1100747026,!dadfb03c,-105,8.5,3.717,90.2439024390244
1779821070.8655849,3114865940,!dadfb03c,-104,9.0,4.504,89.28571428571429
1779821080.171606,2022238486,!dadfb03c,-108,6.25,3.602,88.37209302325581
1779821085.7644491,1696177431,!dadfb03c,-113,5.25,4.091,88.50574712643679
1779821096.269387,4037455129,!dadfb03c,-108,7.5,4.388,87.64044943820225
1779821106.021311,1206256923,!dadfb03c,-112,7.5,3.933,86.81318681318682
1779821110.6711192,2987713820,!dadfb03c,-109,7.25,3.478,86.95652173913044
1779821116.219189,1165477149,!dadfb03c,-106,8.5,3.923,87.09677419354838
1779821121.1438668,1986960670,!dadfb03c,-107,8.75,3.743,87.2340425531915
1779821126.417941,744617247,!dadfb03c,-111,8.5,3.913,87.36842105263159
1779821141.419934,3128996130,!dadfb03c,-114,7.25,3.604,85.71428571428571
1779821147.2214358,3936427299,!dadfb03c,-113,6.5,4.301,85.85858585858585
1779821151.620287,432397604,!dadfb03c,-112,7.0,3.596,86.0
1779821157.870562,2584762661,!dadfb03c,-119,2.25,4.743,86.13861386138613
1779821162.0695481,3472441638,!dadfb03c,-111,7.25,3.838,86.27450980392157
1779821167.671412,181818663,!dadfb03c,-111,7.0,4.336,86.40776699029125
1779821173.270122,2748862760,!dadfb03c,-104,9.0,4.83,86.53846153846155
1779821177.6209202,3409290537,!dadfb03c,-108,8.0,4.077,86.66666666666667
1779821182.2203891,763833642,!dadfb03c,-103,8.5,3.573,86.79245283018868
1779821193.37249,889264428,!dadfb03c,-103,9.0,4.517,86.11111111111111
1779821197.9679701,2259617069,!dadfb03c,-107,7.75,4.008,86.23853211009175
1779821203.018144,1810175278,!dadfb03c,-98,9.0,3.954,86.36363636363636
1779821218.873107,2731427121,!dadfb03c,-100,9.25,4.498,84.95575221238938
1779821222.8678458,1002815794,!dadfb03c,-97,9.5,3.389,85.08771929824562
1779821228.7215512,2813303091,!dadfb03c,-90,10.5,4.138,85.21739130434783
1779821234.168545,3910634804,!dadfb03c,-94,6.0,4.481,85.34482758620689
1779821238.719171,3002848565,!dadfb03c,-101,9.25,3.928,85.47008547008546
1779821243.470594,1685421366,!dadfb03c,-99,9.25,3.576,85.59322033898306
1779821248.919632,2091069751,!dadfb03c,-99,8.0,3.921,85.71428571428571
1779821254.9191182,1491764536,!dadfb03c,-107,6.75,4.817,85.83333333333333
1779821259.270993,639477049,!dadfb03c,-97,10.25,4.065,85.9504132231405
1779821264.224715,1931807034,!dadfb03c,-98,8.75,3.914,86.0655737704918
1779821269.321632,484058427,!dadfb03c,-95,11.0,3.907,86.1788617886179
1779821274.118891,4222503228,!dadfb03c,-96,11.0,3.601,86.29032258064517
1779821279.471194,1972423997,!dadfb03c,-101,8.0,3.849,86.4
1779818768.381387,3224443933,!dadfb03c,-100,4.75,2.857,100.0
1779818773.330295,2919138334,!dadfb03c,-97,5.75,2.699,100.0
1779818778.380693,4066337823,!dadfb03c,-95,6.0,2.645,100.0
1779818783.679125,2844396576,!dadfb03c,-103,4.75,2.84,100.0
1779818788.6932611,3612400673,!dadfb03c,-98,6.0,2.75,100.0
1779818793.731902,549329954,!dadfb03c,-98,5.5,2.685,100.0
1779818798.780173,4105448483,!dadfb03c,-98,5.0,2.629,100.0
1779818803.933613,2168427556,!dadfb03c,-108,4.0,2.678,100.0
