
1467316129,!6c73daa0,!dadfb8d4,200,2,"1, 1783017790.630532",1783017796.975007,-136,-12.25
1999121317,!6c73daa0,!dadfb8d4,200,2,"5, 1783017871.096064",1783017876.5711937,-138,-14.0
4272586662,!6c73daa0,!dadfb8d4,200,2,"6, 1783017891.207977",1783017897.7829523,-140,-14.5
252475303,!6c73daa0,!dadfb8d4,200,2,"7, 1783017911.3195899",1783017917.6423733,-135,-11.25
4172195752,!6c73daa0,!dadfb8d4,200,2,"8, 1783017931.432589",1783017939.1205282,-140,-16.25
1477650345,!6c73daa0,!dadfb8d4,200,2,"9, 1783017951.55473",1783017957.1253686,-139,-13.5
2287170474,!6c73daa0,!dadfb8d4,204,1,"10, 1783017971.667338",1783017975.7630978,-144,-19.75
2729804715,!6c73daa0,!dadfb8d4,200,2,"11, 1783017991.777799",1783017997.8565435,-139,-15.0
3474316204,!6c73daa0,!dadfb8d4,200,2,"12, 1783018011.886345",1783018018.542315,-143,-19.0
2904587181,!6c73daa0,!dadfb8d4,200,2,"13, 1783018031.9987059",1783018038.6994076,-139,-14.75
1687119790,!6c73daa0,!dadfb8d4,200,2,"14, 1783018052.111118",1783018057.6879547,-138,-13.0
1779333039,!6c73daa0,!dadfb8d4,200,2,"15, 1783018072.2205598",1783018079.5504515,-137,-13.25
851579824,!6c73daa0,!dadfb8d4,200,2,"16, 1783018092.333457",1783018098.7026334,-140,-15.0
994146225,!6c73daa0,!dadfb8d4,200,2,"17, 1783018112.444343",1783018118.242601,-141,-14.5
3343820722,!6c73daa0,!dadfb8d4,200,2,"18, 1783018132.555569",1783018139.1446056,-139,-14.0
3392257971,!6c73daa0,!dadfb8d4,200,2,"19, 1783018152.66708",1783018159.301458,-141,-14.75
250540980,!6c73daa0,!dadfb8d4,200,2,"20, 1783018172.772227",1783018178.165223,-140,-14.75
3071252405,!6c73daa0,!dadfb8d4,200,2,"21, 1783018192.88271",1783018200.071721,-140,-15.25
2612805558,!6c73daa0,!dadfb8d4,200,2,"22, 1783018212.992935",1783018217.4343004,-136,-12.25
1055525815,!6c73daa0,!dadfb8d4,200,2,"23, 1783018233.103363",1783018240.1435018,-138,-12.5
387171256,!6c73daa0,!dadfb8d4,200,2,"24, 1783018253.21338",1783018259.2791498,-137,-12.0
2653928377,!6c73daa0,!dadfb8d4,200,2,"25, 1783018273.3225322",1783018279.8995223,-139,-13.75
1660974012,!6c73daa0,!dadfb8d4,200,2,"28, 1783018333.643201",1783018340.2100842,-139,-15.0
247476157,!6c73daa0,!dadfb8d4,200,2,"29, 1783018353.754849",1783018359.4343417,-139,-15.0
4170792896,!6c73daa0,!dadfb8d4,200,2,"32, 1783018414.080472",1783018420.4573317,-137,-11.5
4049139649,!6c73daa0,!dadfb8d4,200,2,"33, 1783018434.1893399",1783018440.0678277,-137,-12.75
2422521794,!6c73daa0,!dadfb8d4,200,2,"34, 1783018454.3008158",1783018460.0243878,-139,-14.25
2999637955,!6c73daa0,!dadfb8d4,200,2,"35, 1783018474.412946",1783018479.1826084,-138,-13.5
1130434500,!6c73daa0,!dadfb8d4,200,2,"36, 1783018494.521127",1783018501.815309,-139,-13.5
1174396869,!6c73daa0,!dadfb8d4,200,2,"37, 1783018514.633224",1783018519.6527472,-138,-14.25
2261360582,!6c73daa0,!dadfb8d4,200,2,"38, 1783018534.746119",1783018540.8111377,-138,-14.0
3107042247,!6c73daa0,!dadfb8d4,200,2,"39, 1783018554.854574",1783018561.30067,-137,-13.0
618178504,!6c73daa0,!dadfb8d4,200,2,"40, 1783018574.972207",1783018582.6741881,-136,-11.5
2577157065,!6c73daa0,!dadfb8d4,200,2,"41, 1783018595.084786",1783018601.5266757,-139,-14.0
1685260234,!6c73daa0,!dadfb8d4,200,2,"42, 1783018615.196747",1783018622.0566795,-140,-15.25
1037724619,!6c73daa0,!dadfb8d4,200,2,"43, 1783018635.3150022",1783018641.3519313,-137,-14.0
3619554252,!6c73daa0,!dadfb8d4,200,2,"44, 1783018655.427039",1783018662.0478928,-137,-13.0
2948291533,!6c73daa0,!dadfb8d4,200,2,"45, 1783018675.530308",1783018681.4000723,-139,-13.75
265383886,!6c73daa0,!dadfb8d4,200,2,"46, 1783018695.632846",1783018701.0273178,-140,-15.0
1526486991,!6c73daa0,!dadfb8d4,200,2,"47, 1783018715.737932",1783018722.2053673,-138,-13.75
1002842064,!6c73daa0,!dadfb8d4,200,2,"48, 1783018735.847268",1783018742.13534,-139,-14.0
2959909841,!6c73daa0,!dadfb8d4,200,2,"49, 1783018755.958536",1783018762.2660878,-137,-11.75
139870162,!6c73daa0,!dadfb8d4,200,2,"50, 1783018776.0679512",1783018783.9246407,-138,-13.0
