297649463,1782218554.263131,-142,-17.5
1285018936,1782218611.36853,,
1321018681,1782218686.289185,,
1107982650,1782218746.397982,,
3052593467,1782218806.381904,,
3052593467,1782218808.794261,-143,-18.0
3307455804,1782218852.0180302,,
3307455804,1782218854.974135,-143,-18.0
2342750525,1782218922.0296352,-144,-18.5
3348622655,1782219046.7622159,,
3348622655,1782219049.7955241,-143,-17.75
1016746305,1782219152.452706,,
1016746305,1782219155.28737,-142,-17.5
4255248706,1782219212.819191,,
4255248706,1782219216.461239,-142,-16.75
2879746371,1782219279.993258,,
2879746371,1782219283.6526191,-146,-19.75
3901862212,1782219347.37552,,
4262648133,1782219392.9078321,,
4262648133,1782219395.8231292,-141,-16.0
4286898504,1782219573.375923,,
1234627914,1782219693.355711,,
1234627914,1782219695.8461251,-142,-17.0
850043211,1782219753.693776,,
850043211,1782219756.351562,-143,-18.25
2852303181,1782219873.920442,,
3551333710,1782219941.211313,,
3156333906,1782220191.4425092,-141,-18.25
2485838165,1782220354.8193269,,
2485838165,1782220357.905612,-142,-17.5
3026398550,1782220422.367876,,
1145868632,1782220542.4719832,,
1145868632,1782220544.8156018,-144,-19.75
4050427225,1782220597.72134,-143,-18.75
744029530,1782220665.161549,-144,-19.5
3634305413,1782221159.6697369,,
3634305413,1782221162.75203,-141,-17.0
2745722246,1782221220.8042529,,
2745722246,1782221223.17536,-142,-19.75
1637025159,1782221286.8979368,,
4220239240,1782221358.351883,-142,-19.0
3932406153,1782221399.945411,,
1470798218,1782221459.927216,,
548419979,1782221520.3214989,,
548419979,1782221523.359346,-141,-18.5
2627632525,1782221640.189263,,
2627632525,1782221645.760468,-142,-19.0
2046858638,1782221702.9014359,-143,-19.75
138802576,1782221820.532706,,
138802576,1782221823.5364811,-141,-18.25
993510801,1782221887.8419561,,
993510801,1782221890.503833,-141,-16.25
4036419986,1782221941.126789,,
4036419986,1782221943.7273998,-140,-16.25
1590730131,1782222008.2601442,,
2017960340,1782222061.294912,,
2017960340,1782222063.8730502,-142,-17.25
3122014613,1782222135.768712,,
3122014613,1782222138.290422,-142,-17.0
2308042134,1782222188.617963,,
366039447,1782222241.3856819,,
3212068248,1782222301.487819,,
2806242713,1782222361.603014,,
2806242713,1782222371.510794,-142,-17.5
1923212700,1782222559.5403368,-142,-18.75
3824428445,1782222616.268964,,
3203792286,1782222664.839945,-142,-19.0
2898474400,1782222784.840788,-142,-19.25
3907392929,1782222856.943,,
1734313378,1782222902.623519,,
1754067363,1782222962.673474,,
1998385572,1782223029.988041,,
2007371173,1782223097.452385,,
2075148710,1782223142.9417138,,
2905213352,1782223263.360853,,
941753772,1782223507.679662,-143,-20.75
4057333167,1782223683.981376,,
2579889,1782223811.395211,,
2579889,1782223814.68626,-143,-18.75
1218838962,1782223864.356409,,
1218838962,1782223866.939251,-142,-17.75
3812074932,1782223999.342295,,
706235833,1782224295.9263282,-143,-19.75
262309309,1782224540.2721229,,
262309309,1782224557.7522628,-142,-19.25
