timestamp,lat,lon,alt,packetID
1781119736.6071005,44.637515,-63.587169,48,1
1781119741.6940901,44.637515,-63.587168,48,2
1781119746.7771714,44.637515,-63.587168,48,0
1781119751.8621361,44.637515,-63.587168,48,0
1781119756.9490144,44.637515,-63.587168,48,1
1781119765.363127,44.637515,-63.587168,48,2
1781119776.8861148,44.637515,-63.587167,48,3
1781119788.3131855,44.637514,-63.587167,48,4
1781119799.7430828,44.637514,-63.587167,48,5
