number_of_nodes,timestamp,number_of_packets,simulation_time_ms,message_period_ms,path_loss_model,messages_created,packets_sent,potential_receivers,packets_sensed,packets_received,useful_receptions,duplicate_packets,collisions,packets_dropped_delay_or_hop_limit,mean_delay_ms,tx_air_utilization_rate,collision_rate,node_reach,usefulness,no_link_rate,total_directed_links,available_directed_links,unavailable_directed_links,transmissions_per_message,successful_decode_rate,average_nodes_reached_per_message
14,1785436268.6679559,830,1800000,100000,6,225,830,10790,1022,954,503,451,68,256,5225.132230501093,0.034334069841269854,0.06653620352250489,0.17196581196581195,0.5272536687631028,0.9120879120879121,182,16,166,3.688888888888889,0.9334637964774951,2.2355555555555555
14,1785436269.3172338,747,1800000,100000,6,232,747,9711,947,896,499,397,46,218,5033.715407683244,0.030776563809523823,0.048574445617740235,0.16545092838196288,0.5569196428571429,0.9120879120879121,182,16,166,3.2198275862068964,0.9461457233368532,2.1508620689655173
14,1785436270.021714,732,1800000,100000,6,235,732,9516,1505,1466,714,752,34,478,5177.496087435867,0.030197434920634935,0.022591362126245847,0.2337152209492635,0.4870395634379263,0.8461538461538461,182,28,154,3.1148936170212767,0.9740863787375416,3.0382978723404257
14,1785436270.767636,822,1800000,100000,6,230,822,10686,1741,1541,722,819,200,500,4355.275377387911,0.03400313904761906,0.11487650775416428,0.24147157190635452,0.46852693056456846,0.8241758241758241,182,32,150,3.5739130434782607,0.8851234922458358,3.139130434782609
14,1785436271.452409,737,1800000,100000,6,221,737,9581,793,754,394,360,39,200,4718.667704433197,0.030486999365079384,0.04918032786885246,0.1371388792203272,0.5225464190981433,0.9230769230769231,182,14,168,3.334841628959276,0.9508196721311475,1.7828054298642535
14,1785436272.2534468,871,1800000,100000,6,232,871,11323,1572,1452,717,735,118,464,4939.725794176787,0.03598872380952383,0.07506361323155217,0.23773209549071617,0.493801652892562,0.8681318681318682,182,24,158,3.7543103448275863,0.9236641221374046,3.0905172413793105
14,1785436273.0533812,890,1800000,100000,6,226,890,11570,1912,1704,857,847,208,630,5615.14218228168,0.03681605079365081,0.1087866108786611,0.2916950306330837,0.5029342723004695,0.8461538461538461,182,28,154,3.938053097345133,0.891213389121339,3.7920353982300883
14,1785436273.704594,814,1800000,100000,6,225,814,10582,758,725,406,319,32,154,6841.906889321375,0.03367220825396827,0.04221635883905013,0.13880341880341882,0.56,0.9340659340659341,182,12,170,3.617777777777778,0.9564643799472295,1.8044444444444445
14,1785436274.471719,773,1800000,100000,6,231,773,10049,1709,1524,711,813,185,533,5034.488633583517,0.03197618793650796,0.10825043885313049,0.23676323676323677,0.46653543307086615,0.8351648351648352,182,30,152,3.346320346320346,0.8917495611468695,3.0779220779220777
14,1785436275.1106,754,1800000,100000,6,220,754,9802,494,493,273,220,1,99,6710.98633516323,0.031190227301587315,0.0020242914979757085,0.09545454545454546,0.5537525354969574,0.945054945054945,182,10,172,3.4272727272727272,0.9979757085020243,1.240909090909091
14,1785436275.7583098,783,1800000,100000,6,224,783,10179,856,817,446,371,39,208,4947.9476307382765,0.032389851428571446,0.0455607476635514,0.15315934065934067,0.5458996328029376,0.9120879120879121,182,16,166,3.4955357142857144,0.9544392523364486,1.9910714285714286
14,1785436276.57604,811,1800000,100000,6,227,811,10543,1936,1690,752,938,247,630,5224.191403128965,0.03354810920634922,0.12758264462809918,0.25482887156895967,0.44497041420118344,0.8021978021978022,182,36,146,3.5726872246696035,0.8729338842975206,3.3127753303964758
14,1785436277.26643,771,1800000,100000,6,229,771,10023,1231,1140,617,523,91,363,3906.208812193857,0.03189345523809525,0.07392363931762795,0.20725562646960027,0.5412280701754386,0.8901098901098901,182,20,162,3.3668122270742358,0.9260763606823721,2.6943231441048034
14,1785436277.944693,745,1800000,100000,6,231,745,9685,1054,1016,545,471,37,259,4560.293100282907,0.030776563809523823,0.03510436432637571,0.18148518148518147,0.5364173228346457,0.8901098901098901,182,20,162,3.225108225108225,0.9639468690702088,2.3593073593073592
14,1785436278.5686898,680,1800000,100000,6,228,680,8840,716,706,385,321,10,145,4174.276559458327,0.028129117460317474,0.013966480446927373,0.12989203778677463,0.5453257790368272,0.9230769230769231,182,14,168,2.982456140350877,0.9860335195530726,1.6885964912280702
17,1785436279.410293,1078,1800000,100000,6,274,1078,17248,1910,1759,980,779,151,615,5008.676331844876,0.03672358483660132,0.07905759162303665,0.22354014598540145,0.557134735645253,0.8897058823529411,272,30,242,3.934306569343066,0.9209424083769634,3.576642335766423
