1047815894,!6c73daa0,!dadfb8d4,204,1,"40, 1782872787.417593",-147,-20.25
891207383,!6c73daa0,!dadfb8d4,8,2,"41, 1782873087.528609",-134,-8.75
3912189656,!6c73daa0,!dadfb8d4,8,2,"42, 1782873387.7218628",-133,-8.25
383115993,!6c73daa0,!dadfb8d4,200,2,"43, 1782873687.837167",-136,-11.0
3023183578,!6c73daa0,!dadfb8d4,200,2,"44, 1782873987.9457731",-137,-10.75
217967323,!6c73daa0,!dadfb8d4,200,2,"45, 1782874288.065959",-136,-10.25
479461085,!6c73daa0,!dadfb8d4,200,2,"47, 1782874888.2808352",-137,-11.0
461050592,!6c73daa0,!dadfb8d4,200,2,"50, 1782875788.623154",-138,-11.75
251032843,!6c73daa0,!dadfb8d4,200,2,"2, 1782995015.7101052",-138,-13.0
724250890,!6c73daa0,!dadfb8d4,8,2,"1, 1782995010.596639",-134,-9.75
1831836940,!6c73daa0,!dadfb8d4,200,2,"3, 1782995020.820656",-139,-13.5
2642302221,!6c73daa0,!dadfb8d4,8,2,"4, 1782995025.9291708",-133,-8.5
421895438,!6c73daa0,!dadfb8d4,200,2,"5, 1782995031.0373278",-139,-14.5
1050147087,!6c73daa0,!dadfb8d4,200,2,"6, 1782995036.1509929",-139,-14.0
79485200,!6c73daa0,!dadfb8d4,200,2,"7, 1782995041.264468",-139,-13.75
263431441,!6c73daa0,!dadfb8d4,200,2,"8, 1782995046.3729029",-139,-13.75
3987654930,!6c73daa0,!dadfb8d4,8,2,"9, 1782995051.486069",-134,-9.75
1629228307,!6c73daa0,!dadfb8d4,200,2,"10, 1782995056.596568",-138,-13.75
1398049044,!6c73daa0,!dadfb8d4,200,2,"11, 1782995061.705513",-138,-13.0
2209050901,!6c73daa0,!dadfb8d4,200,2,"12, 1782995066.81896",-138,-13.25
1129714966,!6c73daa0,!dadfb8d4,200,2,"13, 1782995071.932068",-139,-14.0
837845272,!6c73daa0,!dadfb8d4,200,2,"15, 1782995082.1532521",-139,-13.5
4201083162,!6c73daa0,!dadfb8d4,8,2,"17, 1782995092.3778",-134,-8.5
4110951705,!6c73daa0,!dadfb8d4,200,2,"16, 1782995087.26642",-138,-13.0
4289831195,!6c73daa0,!dadfb8d4,200,2,"18, 1782995097.4828749",-138,-13.75
1130719516,!6c73daa0,!dadfb8d4,8,2,"19, 1782995102.593923",-135,-10.5
306826525,!6c73daa0,!dadfb8d4,200,2,"20, 1782995107.7017221",-137,-13.25
3361833247,!6c73daa0,!dadfb8d4,200,2,"22, 1782995117.918118",-138,-12.75
2911445280,!6c73daa0,!dadfb8d4,8,2,"23, 1782995123.02629",-135,-10.0
447178017,!6c73daa0,!dadfb8d4,8,2,"24, 1782995128.13645",-134,-10.0
3963149602,!6c73daa0,!dadfb8d4,8,2,"25, 1782995133.245815",-135,-10.25
2206184761,!6c73daa0,!dadfb8d4,200,1,"48, 1782995250.745179",-138,-13.5
1201537315,!6c73daa0,!dadfb8d4,200,2,"26, 1782995138.35374",-139,-14.0
3576684836,!6c73daa0,!dadfb8d4,200,2,"27, 1782995143.459866",-139,-13.5
2949228837,!6c73daa0,!dadfb8d4,200,2,"28, 1782995148.566359",-139,-14.0
3921468710,!6c73daa0,!dadfb8d4,200,2,"29, 1782995153.675473",-138,-13.5
1562002728,!6c73daa0,!dadfb8d4,200,2,"31, 1782995163.893694",-139,-13.5
2867762473,!6c73daa0,!dadfb8d4,200,2,"32, 1782995169.0004852",-139,-13.5
2972401963,!6c73daa0,!dadfb8d4,200,2,"34, 1782995179.21916",-138,-13.75
1412735277,!6c73daa0,!dadfb8d4,200,2,"36, 1782995189.441247",-139,-14.0
1254642991,!6c73daa0,!dadfb8d4,200,2,"38, 1782995199.659648",-139,-13.75
3094937908,!6c73daa0,!dadfb8d4,200,2,"43, 1782995225.1918778",-139,-14.25
3046011191,!6c73daa0,!dadfb8d4,200,2,"46, 1782995240.5230908",-139,-14.0
3513686328,!6c73daa0,!dadfb8d4,200,2,"47, 1782995245.634201",-139,-14.25
3707590971,!6c73daa0,!dadfb8d4,200,2,"50, 1782995260.96193",-139,-14.0
